transaction_amount,user_avg_amount,new_recipient,transaction_frequency,transaction_hour,fraud_label
352.26,1700.68,1,6,14,0
51946.58,14918.34,0,5,12,0
8220.6,11636.37,0,3,8,0
922.55,1824.96,1,5,0,0
1874.18,7078.41,1,1,15,0
2337.21,7220.48,1,1,18,0
12468.27,11826.26,0,6,11,0
3502.2,2102.95,1,6,12,0
10771.03,7495.51,0,2,17,0
181190.61,13452.23,0,15,16,0
1865.29,1594.56,0,2,12,0
12293.4,16442.69,0,7,11,0
8147.83,17255.82,0,4,7,0
51508.07,5157.03,0,10,23,1
13869.53,9912.2,1,1,20,0
9800.07,9637.95,0,4,16,0
6851.67,1935.53,0,4,14,0
2525.96,3672.67,0,9,14,0
15646.39,9333.38,0,3,20,0
24677.38,16151.28,0,2,21,0
35786.94,17740.21,0,3,16,0
6953.82,9297.46,0,1,20,0
15512.51,13038.65,0,3,7,0
55087.37,14599.06,0,2,10,0
1005.4,4101.17,0,5,22,0
15354.06,12424.69,0,5,23,0
82792.14,12468.52,0,15,4,1
625.43,3422.24,1,2,8,0
10594.24,9104.14,0,4,21,0
10705.48,11019.19,0,6,18,0
848.12,1569.51,0,6,13,0
22684.99,16516.42,0,3,23,0
10189.67,8966.23,1,5,14,0
49597.56,3722.42,0,2,12,0
5016.87,6323.14,0,8,17,0
3920.51,3036.3,0,4,9,0
27037.21,9801.71,0,3,5,0
24568.53,14189.52,1,1,11,0
21035.25,14288.65,0,6,7,0
5509.52,2481.53,0,2,7,0
18351.57,4181.68,0,2,17,0
21111.67,17485.43,0,4,22,0
7877.33,9819.47,1,4,7,0
8782.67,6066.83,0,1,19,0
1179.94,17779.38,1,3,15,0
9233.24,11233.23,0,2,10,0
3659.87,10444.3,1,8,17,0
2132.21,2396.12,0,3,0,0
7021.88,10054.73,0,2,21,0
3943.0,4494.72,0,2,11,0
8374.13,6534.53,0,2,16,0
27680.21,13430.5,1,4,17,1
3909.07,10647.87,0,4,15,0
26606.11,8111.07,1,15,4,1
12297.22,13296.13,0,2,19,0
2187.88,2202.1,0,4,12,0
6509.75,6713.37,0,3,6,0
3838.24,3612.87,1,4,11,0
1422.72,2175.62,0,1,21,0
67314.19,7107.71,1,9,13,1
6625.97,1948.51,0,1,12,0
74414.53,16941.92,0,2,10,0
3645.88,4568.58,1,3,17,0
18401.55,13782.23,0,2,2,0
9034.0,7932.02,1,2,13,0
37564.09,15313.83,0,4,4,1
4283.38,5511.8,1,3,15,0
4227.37,4963.77,1,4,9,0
5959.78,7880.64,0,2,21,0
4294.35,4306.44,1,1,22,0
74184.94,15509.58,1,11,21,1
3317.86,1572.0,0,2,15,1
6905.15,10631.62,1,3,20,0
4177.6,5000.76,1,2,14,0
1328.37,3803.45,0,4,19,0
16090.18,16344.93,1,9,1,0
9214.71,9829.06,1,1,14,0
8805.31,16814.61,1,2,10,0
5346.67,11396.36,0,8,9,0
17818.35,16290.27,1,6,22,1
2101.94,7361.02,0,4,21,0
4030.02,4967.73,1,4,10,0
2000.13,1819.59,1,1,10,0
570.59,4191.23,1,1,20,0
7554.07,13192.4,0,4,13,0
24411.58,15372.84,0,7,10,0
5913.93,14707.42,0,5,13,0
14480.35,2965.4,0,1,20,0
531.53,2194.63,0,1,3,0
2195.95,1848.94,0,11,23,0
3841.63,14733.99,0,3,18,0
34530.63,14282.57,1,4,10,0
4577.83,3379.47,0,1,17,0
17332.24,11725.29,0,4,15,0
1987.0,8284.03,1,3,22,0
6810.42,11393.64,0,4,2,0
5394.7,6010.16,0,5,17,0
12011.97,9820.45,0,5,22,0
4230.68,2658.31,0,7,20,0
794.94,12245.19,0,1,10,0
3343.39,11398.21,0,3,17,0
7107.75,7431.31,1,5,6,0
24607.35,17211.31,0,1,10,0
2946.59,2562.53,0,3,8,0
1096.36,11616.31,0,3,4,0
18003.47,14897.46,0,4,12,0
1404.54,7022.68,0,4,10,0
5506.9,7956.83,0,7,10,0
17851.51,11978.04,0,9,16,0
798.51,7354.23,0,6,4,0
12790.47,8609.6,0,3,16,0
8290.81,10478.7,0,5,19,0
9616.87,14697.65,0,4,11,0
19372.44,15695.71,0,1,18,0
1611.34,8056.71,0,3,9,0
1668.9,15075.57,1,7,11,0
14933.59,14063.25,1,3,20,0
3963.88,4390.48,0,6,8,0
14811.44,12806.04,0,5,11,0
4715.65,6615.04,0,1,13,0
14146.63,15057.87,0,1,12,0
1433.9,5727.39,0,2,13,0
10601.62,7186.72,0,2,21,0
1461.75,4100.59,0,5,11,0
1905.45,1966.33,0,5,2,0
6705.21,8489.87,0,1,4,0
2058.5,7521.17,0,8,8,0
14910.14,13614.1,0,4,21,0
4290.41,12159.33,1,5,5,0
843.63,3544.36,1,3,15,0
22993.37,13323.28,1,2,17,0
3567.81,6913.17,1,14,10,1
15266.41,14696.49,0,4,18,0
18910.45,17253.76,0,5,5,1
1004.4,5591.13,0,14,7,0
14507.0,13451.86,1,3,23,0
8967.46,6630.86,1,1,12,0
22207.8,15560.96,1,8,8,0
4526.11,7163.82,1,2,19,0
2331.71,1916.66,1,4,5,1
1361.84,2032.42,1,6,18,0
14201.24,15272.68,1,2,13,0
1059.04,13898.39,0,6,14,0
13767.27,11457.49,1,3,9,0
7840.53,7025.25,0,7,6,0
3465.21,13191.24,0,1,21,0
17389.19,6807.83,0,3,8,0
13816.17,14996.44,1,15,7,0
9727.22,8337.98,0,4,12,0
16115.9,17851.04,0,2,11,0
6652.83,4466.23,0,7,12,0
3459.31,5387.57,1,2,21,0
15594.7,17081.11,0,7,7,0
5793.47,7664.25,0,2,20,0
25279.74,17669.65,0,3,13,0
11938.86,12145.48,1,2,23,0
58160.99,16151.82,1,2,12,0
9828.07,3763.76,1,13,12,1
7365.87,2079.0,1,3,18,1
839.75,2714.12,0,3,20,0
218.91,1631.27,0,12,15,0
17137.07,14251.67,0,4,16,0
10417.01,8896.16,0,3,19,0
1335.14,13647.9,0,5,22,0
4055.34,3920.35,0,1,14,0
13508.1,13495.41,0,4,4,0
8539.4,8998.62,0,15,10,0
7478.17,16382.42,0,5,21,0
4778.75,5171.62,1,4,22,0
47281.77,10821.69,0,4,18,0
549.54,2633.19,1,8,5,0
2929.59,8442.34,1,5,16,0
443.57,3211.32,1,2,10,0
1905.77,2379.32,0,4,14,0
44849.5,16868.92,0,2,20,0
7708.25,10356.82,0,3,4,0
23374.57,17989.94,0,7,1,0
9705.75,11379.18,0,4,11,0
3642.61,6003.51,0,9,13,0
24036.79,16128.2,0,2,0,0
12926.44,3815.96,0,3,1,0
16803.76,11558.59,0,2,7,0
6129.34,8426.87,0,3,8,0
5754.55,8826.3,0,1,22,0
9047.77,7853.98,0,1,17,0
18735.1,12266.05,0,12,15,0
12113.93,9602.85,0,3,22,0
8741.92,9566.82,0,10,3,1
9912.99,2045.2,0,2,7,0
186.09,2484.23,0,15,10,0
18333.21,13238.25,0,3,10,0
6241.62,16255.48,0,1,22,0
157894.36,15994.79,0,3,19,0
10844.29,3433.56,0,1,21,0
14853.08,14775.01,0,3,19,0
26171.69,14986.16,0,10,11,0
801.33,4310.63,1,3,20,0
4480.33,17980.69,0,5,13,0
33013.94,12889.11,0,4,9,0
8159.37,6819.4,1,2,6,0
7287.7,5392.28,0,3,16,0
6744.39,6864.04,1,3,8,0
6796.27,10056.58,1,2,21,0
5617.86,4540.45,0,3,15,0
17059.48,13217.75,1,3,7,0
22122.64,12161.96,0,5,1,0
5995.65,7013.15,0,1,8,0
1624.27,13932.83,0,11,1,0
773.39,2334.81,0,2,20,0
28525.59,7349.68,1,2,12,0
310.81,5114.21,0,2,13,0
462.93,2009.21,0,4,3,0
3906.34,10113.2,1,2,10,0
54749.29,12681.37,0,4,0,1
10345.31,14437.34,0,3,14,0
498.12,2281.57,0,2,10,0
17300.66,15165.26,0,2,2,0
98422.67,6804.63,0,3,18,0
2820.42,3046.93,0,5,20,0
212.94,3064.58,0,4,18,0
24746.36,5930.48,0,1,17,0
34122.25,13190.95,1,2,21,0
9210.48,9329.75,0,3,8,0
20002.22,4617.6,0,6,7,0
44428.47,14923.17,0,7,18,1
4449.7,4485.29,0,1,14,0
48464.68,17483.46,0,5,6,0
2394.22,1767.22,0,2,16,0
4420.12,15145.63,0,1,21,0
16271.85,12282.44,0,3,12,0
79336.58,17637.75,0,2,20,0
29336.79,2258.39,0,4,18,0
763.68,2303.52,0,7,18,0
9118.61,10949.62,0,2,18,0
11247.4,17114.2,0,1,18,0
15505.04,9865.74,1,4,16,0
14967.19,14717.65,1,1,2,0
1049.54,13488.7,1,6,21,0
19111.71,15798.97,1,5,9,0
2470.27,13328.69,0,5,23,0
83889.71,16750.63,0,3,13,0
7052.4,5792.33,0,2,19,0
11407.67,10421.92,1,3,15,0
8319.48,6186.85,0,4,7,0
7871.17,9767.24,0,4,23,0
5025.9,5515.85,1,3,22,0
3420.08,9657.12,0,15,9,0
17868.94,12687.19,0,2,15,0
4816.49,3773.59,0,2,7,0
10989.86,12937.42,0,5,4,0
43194.5,15592.38,1,2,3,0
8941.78,16761.88,0,3,1,0
5318.55,12769.05,1,3,9,0
25131.3,17416.89,0,4,18,0
8722.41,10631.07,0,14,18,0
6153.56,8741.49,0,1,18,0
8807.25,10816.41,1,2,3,0
41808.82,4193.09,0,2,17,0
2005.04,3085.27,0,3,21,0
6068.38,11568.45,1,5,8,0
9658.61,8302.11,0,3,10,0
1220.51,9952.77,0,2,18,0
84052.67,5661.37,0,3,19,1
15019.2,13735.4,0,2,12,0
5657.49,12609.92,0,5,16,0
3066.26,2897.06,0,4,18,0
6789.39,6846.98,0,4,11,0
7560.37,13017.91,0,4,23,0
11420.45,12941.8,0,8,13,0
660.07,2958.44,0,8,8,0
3666.21,14768.05,0,3,19,0
14900.2,14253.47,1,3,16,1
10135.39,13331.44,0,4,8,0
4897.11,4911.4,0,5,23,1
19814.73,16831.18,1,4,2,1
3880.56,8269.6,0,5,16,0
9845.05,7849.11,0,12,12,0
11090.68,8471.53,0,11,6,0
826.79,5537.34,1,6,12,0
3864.82,3406.1,0,2,22,0
1637.67,6446.15,0,4,7,0
14487.8,10616.66,1,4,11,0
33154.84,11133.05,1,1,6,0
4362.36,10879.04,1,4,6,0
37799.41,9810.67,1,1,12,1
4505.96,2975.69,0,1,21,0
6415.73,8168.55,1,2,14,0
7472.52,5099.96,0,9,20,0
103887.49,7258.57,1,2,17,1
4871.65,3812.61,0,6,19,0
9217.16,8076.12,0,4,8,0
10010.18,10615.9,0,4,22,0
12769.14,7472.89,0,3,19,0
2803.11,14015.57,0,7,10,0
7522.25,11865.81,0,2,21,0
793.63,2501.88,0,2,20,0
9978.93,9051.63,0,6,19,0
38785.9,2850.84,0,2,19,1
22125.67,8072.19,1,2,15,1
10427.98,14485.17,0,2,16,0
3214.42,2985.02,0,5,18,0
15792.04,14674.4,1,1,3,0
15611.79,13301.82,0,1,17,0
35489.27,9730.8,1,3,8,1
2755.74,2092.65,1,2,23,0
3652.36,3793.58,1,12,16,1
13114.43,17314.08,0,2,12,0
12637.44,7987.42,1,3,14,1
10028.02,6852.69,0,3,12,0
1490.98,2168.23,0,3,14,0
1705.79,5427.6,0,9,21,0
6826.66,4848.18,1,9,11,1
33920.2,9745.08,1,5,15,0
12386.09,16132.3,1,3,15,0
12606.94,10240.8,0,11,8,1
1579.57,1657.13,0,4,9,0
54394.05,16033.25,0,3,8,0
11232.03,8358.78,1,9,16,0
3024.05,12519.51,0,2,1,0
14787.52,17311.57,1,7,7,1
2814.66,3665.71,0,5,13,0
4665.71,6231.27,0,4,8,0
6142.32,6813.56,0,4,20,0
15034.95,13179.12,0,2,9,0
51354.99,15872.3,0,5,0,0
11305.25,11505.51,0,10,21,0
2741.77,10217.19,0,4,19,0
10885.16,5865.86,0,1,21,0
25190.27,12324.79,0,9,16,1
6698.61,6734.28,1,4,10,0
6590.38,5838.08,0,7,6,0
4733.04,3368.92,1,4,17,1
146056.18,13235.42,0,3,19,1
31433.33,8331.43,0,1,9,0
1581.92,11348.66,0,1,4,0
14641.97,11686.23,1,14,21,0
9561.23,8567.04,1,3,2,0
58760.64,15682.76,0,5,18,0
13870.48,12932.86,0,3,12,0
18029.24,17196.12,0,3,18,0
203462.71,14040.25,1,5,17,1
14527.2,3214.62,0,3,16,0
396.34,3465.11,0,1,8,0
5488.93,13854.39,1,6,4,0
8596.63,13625.02,1,8,19,0
15954.28,13864.32,0,3,17,0
20782.09,16330.48,1,5,12,0
2540.72,17761.4,1,1,13,0
19526.85,12886.59,1,1,9,0
2486.03,11226.85,0,9,22,0
6686.81,7149.66,1,1,16,0
5248.43,9803.28,0,3,9,0
801.11,4493.82,0,2,10,0
180692.16,17579.26,0,3,19,0
17673.44,14007.35,0,4,12,0
5027.68,3698.81,1,2,20,0
13042.73,11276.87,1,3,13,1
10617.84,17415.59,0,2,3,0
9459.41,6973.86,1,2,18,0
7027.32,8561.09,0,3,10,0
46671.74,11432.95,0,7,0,1
8335.05,7056.73,1,5,9,0
24597.52,15699.4,0,2,12,0
1536.23,2393.84,0,2,17,0
1333.56,4955.55,0,2,22,0
1201.86,2003.33,0,1,17,0
5439.26,4100.42,0,2,23,0
2478.19,5244.0,0,3,13,0
1904.85,16223.05,0,1,5,0
17391.29,11121.26,0,4,15,0
2030.35,2141.28,0,2,11,0
2149.98,10749.89,0,4,16,0
65565.42,9713.86,0,6,15,0
10445.3,16397.21,0,5,16,0
8441.88,8255.11,0,3,14,0
2241.28,2776.18,0,4,8,0
2104.76,15992.72,0,4,14,0
13230.14,17010.77,0,5,7,0
844.36,3749.76,0,3,2,0
519.92,5636.27,0,7,16,0
25058.0,17704.54,1,9,8,0
2652.68,10684.55,0,1,21,0
7853.36,6624.58,1,7,14,0
42059.82,15967.64,0,5,10,0
3300.17,15477.38,0,3,16,0
15449.16,11921.87,1,3,16,0
9803.17,8066.18,0,1,19,0
22202.83,13436.26,0,4,11,0
11773.69,9333.24,1,2,19,0
866.76,13434.28,0,11,16,0
80029.44,12735.95,0,3,4,1
12117.48,14594.1,0,3,20,0
81025.56,8436.3,0,5,22,0
9486.46,14007.03,0,10,15,0
8251.02,7402.92,0,14,14,0
8081.42,10546.51,0,8,21,0
11647.75,8647.64,0,10,22,0
7875.53,9564.52,0,6,8,0
34179.23,11001.97,0,4,1,0
9631.33,11517.75,1,1,20,0
129164.1,15316.83,0,1,11,0
9784.25,12854.44,1,2,7,0
11651.23,8910.58,0,4,21,0
6954.99,7795.25,1,2,13,0
36607.95,3013.44,1,2,5,1
16088.66,17999.62,1,1,5,0
14933.95,14802.15,0,2,1,1
5823.43,5948.56,0,13,2,0
2427.52,1729.64,1,13,9,0
887.31,8209.51,0,1,15,0
3554.18,9824.68,1,2,4,1
178232.18,16895.74,0,7,23,1
65741.26,13778.88,0,3,10,0
9828.37,13947.48,0,9,15,0
22068.04,3984.91,0,6,1,1
87971.76,15433.9,1,5,22,0
3876.14,17599.64,0,1,21,0
8175.46,9676.09,0,3,20,0
1786.52,4429.52,0,4,5,0
14754.78,12352.98,0,4,7,0
10119.66,14286.52,1,9,22,0
53097.49,11026.94,0,6,19,0
13370.75,17681.19,1,1,4,0
5955.01,5963.9,0,1,1,0
10278.99,6766.08,0,7,18,0
13364.7,9642.28,1,4,15,0
1338.35,15785.53,1,1,22,0
2021.05,2593.07,0,2,14,0
41271.42,8490.31,0,5,20,0
42558.76,9109.95,0,4,23,1
1019.63,12166.41,0,5,14,0
5116.61,4036.77,0,8,9,0
9341.67,11110.09,0,3,20,0
15126.69,13584.06,0,7,3,0
33923.12,15418.99,1,1,13,0
11379.27,12381.95,1,10,15,1
2846.2,13077.42,0,2,11,0
1869.2,11333.37,0,5,22,0
802.25,2406.85,0,1,19,0
4862.38,16226.93,0,4,9,0
20446.33,10178.82,0,4,14,0
987.83,7104.43,0,14,22,0
30253.42,9196.26,0,3,11,0
7289.52,4617.85,0,6,15,0
6534.8,7932.25,0,7,14,0
28534.31,8101.17,1,5,19,0
4759.36,10682.02,1,1,8,0
10599.05,10016.43,1,2,9,0
22402.29,9968.18,0,2,23,0
13739.4,12364.15,0,6,20,0
3158.95,4532.83,0,4,11,0
7121.13,7966.77,0,1,9,0
29090.66,6318.98,0,4,11,1
991.79,2572.98,1,2,19,0
4510.75,4494.0,0,3,18,0
8154.62,7086.76,0,7,5,0
14278.3,14630.62,0,2,3,0
2007.62,16511.59,0,6,17,0
30367.48,6144.9,0,11,0,1
8423.05,6761.31,1,2,15,0
2956.05,2021.09,0,2,17,0
1012.42,3432.21,0,1,4,0
7312.76,7008.52,0,2,12,0
7289.76,9319.89,1,3,8,0
15823.08,15430.49,0,3,8,0
5950.19,6814.33,0,6,20,0
8188.08,1642.18,0,8,21,1
5301.77,6637.89,0,6,19,0
71882.67,14667.65,0,1,13,0
5373.54,13952.98,1,3,17,0
28324.7,11053.13,0,3,10,0
37236.53,6004.25,1,2,6,1
20204.96,10268.56,1,3,17,0
13743.4,12399.37,0,4,20,0
9270.5,6049.76,0,11,21,0
218.09,2456.1,1,5,13,0
31995.6,4610.18,0,3,7,0
1596.03,7980.13,1,6,7,1
2553.54,5750.69,1,2,9,0
8631.5,12814.77,0,1,16,0
92636.25,16095.32,0,3,2,0
13096.54,15506.07,0,5,22,0
11085.02,8182.94,0,11,14,1
7546.97,4293.52,1,3,1,1
10612.92,6058.06,0,1,15,0
8844.74,6669.87,0,3,9,0
14682.85,17616.57,0,14,15,0
16381.99,7988.63,0,2,19,0
34370.67,9773.01,0,3,16,0
1524.14,10662.44,0,3,17,0
57795.2,17164.49,0,3,8,0
3410.16,4317.9,0,2,14,0
8459.01,13529.67,1,6,21,0
10344.8,11127.64,1,1,5,0
8457.78,10111.14,1,1,23,0
689.87,3898.07,0,3,10,0
5439.61,9920.38,0,3,10,0
7697.65,6805.29,0,4,8,0
906.53,5907.01,0,1,15,0
15088.12,17959.46,1,3,16,0
6666.5,17010.31,1,7,10,0
14614.61,17059.84,0,3,2,0
924.61,6795.3,1,1,10,0
3554.04,3873.39,1,2,4,0
11252.0,11642.66,1,1,2,0
22459.93,8127.92,0,5,16,1
5617.65,13026.27,0,4,23,0
6045.98,10521.84,1,2,14,0
9880.3,9857.99,0,2,18,0
1909.13,3752.32,0,2,19,0
276.74,2097.13,0,4,20,0
19012.78,17927.84,0,2,22,0
5532.88,17126.53,0,7,16,0
15607.18,13950.46,0,1,9,0
11965.46,9120.0,0,7,18,0
1621.02,1555.48,0,3,13,0
109781.32,8612.76,1,2,22,1
21702.16,14873.58,0,2,22,0
6095.38,3847.67,0,1,7,0
9836.32,11407.67,1,6,14,0
2242.52,2166.57,0,6,1,0
2487.94,12439.7,0,5,1,0
4409.16,5519.35,1,2,18,0
1493.79,3425.86,1,4,10,0
33810.49,5161.36,0,7,10,0
8257.9,9235.16,1,3,22,0
12268.94,11710.36,0,3,1,0
15910.01,11494.53,0,15,16,0
14491.02,16414.71,1,4,6,0
3923.69,11059.76,0,7,8,0
14321.58,10954.13,1,1,0,0
4297.3,3798.62,1,2,5,1
1381.83,7439.44,0,7,12,0
20976.07,15152.77,0,9,2,0
19062.98,14310.67,0,2,22,0
21081.15,6893.54,0,2,21,0
5452.78,5069.59,0,2,8,0
2563.52,10566.64,0,2,7,0
21415.89,16063.08,0,7,9,0
5096.69,4495.13,1,3,12,0
6530.81,5560.1,0,2,3,0
4038.81,14951.88,0,2,19,0
33408.74,4267.48,0,3,18,1
15625.4,10885.76,0,7,16,0
8665.5,9887.68,0,2,6,0
2172.98,1539.79,0,2,1,0
3039.07,10022.15,1,2,16,0
10204.22,10755.16,0,3,21,0
79306.3,17035.39,0,2,14,0
4239.89,3588.3,0,3,18,0
17819.76,15298.05,1,10,7,1
9945.4,13086.83,1,5,12,0
15074.79,13212.73,0,3,13,0
3077.03,12566.93,0,3,9,0
1914.48,2244.39,0,2,13,0
9892.52,17560.25,0,2,16,0
3860.91,15005.54,0,6,8,0
12323.6,11416.51,1,3,16,0
3942.61,3918.69,0,4,19,0
67682.64,10503.07,0,3,12,0
8019.61,10601.24,1,7,10,0
121707.47,17513.52,1,5,17,1
15799.13,10220.94,0,3,12,0
8589.27,5775.92,0,2,20,0
3043.62,7986.63,0,4,9,0
1921.53,5861.31,1,3,12,0
14802.56,15026.17,0,11,19,0
23555.33,12936.07,1,9,13,1
3620.36,13539.75,0,4,3,0
3915.72,5275.92,0,8,16,0
2391.25,8390.41,0,4,10,0
2663.63,5542.48,0,10,16,0
12053.62,8666.16,1,2,11,0
5941.17,10117.16,0,3,17,0
2908.07,3338.93,1,1,16,0
9562.97,16588.03,1,2,19,0
97137.57,10495.45,1,4,21,1
15105.11,11022.77,0,4,18,0
60261.17,5977.9,0,3,16,1
6011.73,16148.07,1,4,8,0
4401.81,5014.98,0,6,5,1
48631.69,5441.7,0,2,3,1
9665.4,12712.47,0,3,13,0
1643.06,2986.95,0,3,17,0
16031.66,13382.32,1,2,0,0
4495.03,5905.1,0,7,17,0
25035.24,13643.67,0,6,20,0
3596.85,8451.12,0,9,3,0
586.49,6967.56,0,2,10,0
23409.71,15703.22,0,3,22,0
1833.73,4799.4,0,3,16,0
8904.25,17796.18,0,3,10,0
12059.91,17804.91,1,7,10,0
10768.25,13780.68,0,9,20,0
12107.9,3049.96,1,2,7,0
836.78,10861.45,0,3,8,0
7997.61,10781.71,0,6,17,0
17080.94,12529.61,0,6,9,0
3334.46,5597.22,0,12,1,0
15092.67,13178.72,0,5,21,0
83797.72,10440.51,1,3,8,1
5306.16,6483.18,0,2,21,0
4034.82,10288.38,0,6,17,0
131761.06,14277.88,0,3,22,0
7260.32,13169.91,0,4,10,0
467.87,4381.58,0,10,11,0
8384.81,8008.31,0,2,21,0
569.74,7313.23,0,2,21,0
7870.34,8437.59,0,15,22,0
18072.5,13956.34,0,7,6,0
3383.7,9054.77,0,8,13,0
7818.5,7189.72,1,13,1,0
20479.65,15422.45,0,2,21,0
12056.05,13139.98,0,8,19,0
23617.98,16235.17,0,1,2,0
3850.76,10867.98,0,4,7,0
11610.89,12239.11,0,6,0,0
5187.29,6604.23,0,3,9,0
5996.53,5337.79,0,1,5,0
4212.02,14139.55,0,4,9,0
7114.18,3870.78,1,7,16,0
10721.09,8896.05,0,1,12,0
6200.36,10788.94,0,3,11,0
20878.53,11573.5,0,2,7,0
5544.98,4171.95,0,10,12,0
938.67,7297.38,0,3,9,0
4183.49,12690.16,0,4,22,0
3885.16,3138.58,0,2,15,0
13570.92,8903.93,1,8,11,0
20844.26,4594.25,0,2,16,0
6840.71,6380.12,0,3,9,0
2761.47,3100.14,1,4,21,0
8335.26,13416.5,1,1,15,0
14440.27,17151.97,0,4,11,0
680.54,1890.92,0,3,9,0
41691.75,16311.22,1,6,7,1
1729.66,5580.83,1,3,23,0
6935.82,5309.2,1,1,19,0
28938.25,14053.13,0,2,7,0
7307.7,6732.61,0,3,22,0
8338.0,6270.2,0,2,7,0
3000.47,11503.14,1,3,21,0
1087.77,4314.78,1,3,0,1
25976.16,8072.75,0,7,4,0
3002.25,2656.89,0,1,1,0
4555.83,13237.71,1,4,21,0
62045.38,12976.61,0,3,7,0
41627.24,10965.24,1,2,12,0
6025.78,5209.05,0,1,2,0
19371.56,17643.11,0,11,14,0
7221.89,6255.77,1,12,7,0
22924.06,11642.0,1,5,10,1
511.16,8673.54,0,3,15,0
30877.79,9649.51,1,3,22,1
25806.65,14117.95,1,2,11,0
2951.5,5743.75,1,3,19,0
14170.1,16869.12,0,5,8,0
12362.76,8324.45,0,2,11,0
104301.79,9535.2,0,1,14,0
14899.38,11347.83,0,3,20,0
23497.95,12585.59,1,6,10,0
58429.61,5327.22,0,3,13,0
7312.73,13233.32,0,4,21,0
15752.35,10234.96,1,3,15,0
1167.56,1960.61,1,3,17,0
168709.15,12660.07,0,1,9,1
17832.82,13583.25,0,4,0,0
8828.02,9705.22,0,3,9,0
3171.87,7839.14,1,3,7,0
7477.77,6584.09,0,7,13,0
15361.5,13082.59,0,7,18,0
7406.49,12011.72,0,3,15,0
11034.71,10443.78,0,3,12,0
498.59,9473.38,0,10,9,0
3686.16,6298.8,0,4,22,0
1665.26,5997.38,0,2,16,0
6647.08,16851.39,0,2,11,0
15158.12,15879.95,0,5,7,0
8033.94,8241.91,0,2,5,0
15904.03,15177.25,1,4,21,0
17072.61,15692.02,0,7,4,0
25421.94,12528.96,1,3,4,1
5328.73,16864.01,0,15,2,1
15274.28,11016.08,1,1,22,0
32696.96,6838.96,0,4,15,0
8565.52,5904.5,1,1,13,0
979.37,17723.92,0,4,21,0
3640.48,5340.1,0,3,23,0
1611.66,1666.76,0,3,14,0
4928.24,6914.37,0,2,19,0
4660.69,14758.85,0,2,9,0
11846.39,12255.61,0,1,8,0
5697.75,4766.68,0,8,9,0
7826.14,10542.98,1,1,7,0
13996.86,12067.25,0,11,19,0
9539.88,6022.78,0,2,9,0
48328.68,14460.81,0,1,18,0
2623.19,2363.03,1,6,18,1
174660.86,12200.19,0,3,5,1
12919.42,2894.14,0,2,16,0
14985.22,13257.5,0,4,6,0
2258.59,6773.38,0,2,16,0
2573.8,14880.89,0,8,0,0
155193.24,12877.57,0,2,16,0
6068.37,16794.49,1,6,8,0
52201.12,11869.86,0,5,10,0
6888.29,6063.44,0,3,20,0
7020.53,6254.57,1,2,16,0
7919.93,1714.63,0,1,6,0
13919.45,2893.93,0,4,15,0
6892.12,7387.07,1,10,1,1
6568.4,3165.69,0,4,23,0
1106.22,15944.74,0,1,11,0
12734.37,9008.61,0,3,7,0
79803.38,8154.01,1,3,10,1
3341.29,9370.44,0,3,13,0
31776.45,10216.83,0,2,10,0
19621.14,16096.07,0,2,1,0
1619.56,15557.42,0,1,12,0
115297.97,15520.38,0,4,15,0
60588.71,7652.72,0,7,19,0
14126.8,11638.05,0,3,9,0
14289.86,17534.85,0,5,15,0
54241.99,9316.95,0,1,7,0
16351.77,12020.69,0,1,4,0
1800.22,4760.93,0,4,11,0
124118.6,13682.21,0,4,18,0
19937.04,13512.56,0,3,16,0
23848.18,13541.95,0,5,19,0
6658.7,3045.11,0,2,21,0
2505.73,12528.65,0,6,23,0
14042.49,15694.65,0,4,15,0
5373.96,2820.32,0,3,9,0
1615.17,2413.97,0,3,10,0
4869.81,6252.99,0,2,10,0
6086.34,6019.45,0,4,10,0
6286.84,13184.6,0,2,13,0
6616.34,12799.73,1,2,5,0
6980.27,10641.6,0,3,1,0
3238.2,5090.87,1,3,8,0
7006.82,12833.82,0,3,9,0
638.68,3207.21,0,4,12,0
6393.43,9221.88,0,2,14,0
8570.34,5725.92,0,4,0,0
14370.89,13616.39,0,2,9,0
5452.14,4994.24,0,3,10,0
3714.17,2637.72,0,2,10,0
3945.97,2247.21,0,5,4,0
17086.26,15367.53,0,7,15,0
20679.96,16232.21,1,4,15,0
17028.06,16487.56,1,2,7,0
4350.89,7802.81,0,6,9,0
36531.18,6307.22,0,1,12,0
6623.54,3567.88,0,4,18,0
7990.02,5579.73,0,3,1,0
10436.25,15229.13,0,2,13,0
2438.05,5624.78,0,3,21,0
7319.11,7796.57,0,1,10,0
4643.38,17429.36,1,3,15,0
11466.15,12074.74,0,2,3,0
10624.49,16127.02,0,3,2,0
11704.26,8250.82,0,10,15,0
2622.66,2347.77,1,2,11,0
13295.37,16901.73,0,5,14,0
60670.21,6493.74,1,8,9,1
167124.43,14538.46,0,4,8,0
14284.75,15217.31,0,3,12,0
7718.76,8496.28,1,10,13,0
1088.07,4201.1,1,6,3,0
19508.6,17942.34,0,9,9,0
7849.96,8554.59,0,5,19,0
2884.73,8323.24,0,2,8,0
7954.84,8613.36,0,1,12,0
301.91,3757.72,0,1,18,0
7671.6,8272.28,0,1,15,0
6466.25,10051.62,0,3,6,0
14626.57,13145.65,1,3,0,0
15702.73,11306.33,0,8,13,0
